#Wavelength Flux Error
8380.8 11.43944263 0.362168635
8381.6 10.53772736 0.372321902
8382.4 10.31800556 0.382296221
8383.2 11.05870152 0.437093979
8384 11.3026247 0.541246723
8384.8 10.98051739 0.585596931
8385.6 11.38040733 0.611127052
8386.4 11.75793076 0.498267311
8387.2 10.63855457 0.378882474
8388 10.87213516 0.364966985
8388.8 10.87938309 0.358778806
8389.6 10.93839645 0.367997996
8390.4 10.89506531 0.358188588
8391.2 10.97932529 0.354353018
8392 11.24421215 0.362466601
8392.8 10.60103035 0.364689536
8393.6 11.07479477 0.363700706
8394.4 10.48330116 0.364134713
8395.2 11.06775093 0.35186095
8396 10.81646442 0.353492209
8396.8 11.10630131 0.36013785
8397.6 10.87823009 0.356004493
8398.4 10.50356102 0.360164269
8399.2 10.09926414 0.364249524
8400 10.51727581 0.434847172
8400.8 11.06077003 0.81656839
8401.6 9.550585747 0.948068749
8402.4 11.40131855 0.958268219
8403.2 11.18037605 0.6587322
8404 10.86205673 0.414278347
8404.8 11.17912483 0.363927697
8405.6 10.47475338 0.35860671
8406.4 11.18734264 0.356954631
8407.2 10.62544537 0.35483036
8408 10.6818018 0.36026281
8408.8 10.98898506 0.347587509
8409.6 10.77724934 0.354131998
8410.4 10.46609402 0.349237614
8411.2 11.61177158 0.366255731
8412 11.3486166 0.364425584
8412.8 10.76499557 0.357247903
8413.6 11.13781738 0.357797804
8414.4 11.44991207 0.35639442
8415.2 11.27506828 0.356298317
8416 10.40255356 0.391910011
8416.8 11.20676517 0.573024392
8417.6 10.70513058 0.671548362
8418.4 11.31685638 0.679402692
8419.2 10.78559685 0.568372545
8420 10.35543251 0.382899146
8420.8 11.43113041 0.358483124
8421.6 11.12495613 0.35850784
8422.4 11.06669426 0.361316377
8423.2 11.10097122 0.353428576
8424 10.94708061 0.352112584
8424.8 11.23353291 0.35957725
8425.6 11.21971607 0.366409054
8426.4 10.56130981 0.366217386
8427.2 11.11363888 0.371567884
8428 11.23999882 0.368020264
8428.8 9.728995323 0.367935265
8429.6 10.52308941 0.37878786
8430.4 10.06918144 0.39991746
8431.2 10.88389015 0.541988161
8432 10.66020679 1.165631245
8432.8 12.42153168 1.128575947
8433.6 11.59200954 1.151538197
8434.4 9.649931908 0.679764864
8435.2 10.79772186 0.402112752
8436 11.4761858 0.372514002
8436.8 11.55580902 0.381549688
8437.6 11.84157848 0.374236836
8438.4 10.82146454 0.363267745
8439.2 10.89273071 0.356001126
8440 11.47966194 0.359198416
8440.8 11.34416199 0.36134165
8441.6 10.64490509 0.351252782
8442.4 10.75129986 0.351680267
8443.2 11.6216116 0.362090783
8444 11.84892941 0.367532597
8444.8 11.5223732 0.366024862
8445.6 11.61963367 0.364879416
8446.4 11.94061184 0.359834165
8447.2 10.16632366 0.413214359
8448 10.63925934 0.460283469
8448.8 10.63925934 0.460283469
8449.6 11.11219501 0.50735258
8450.4 11.38384342 0.372668857
8451.2 10.90254688 0.357260361
8452 11.52420139 0.362256544
8452.8 11.41905117 0.374378724
8453.6 11.35612583 0.459849167
8454.4 10.95771503 0.57670348
8455.2 12.19952869 0.611147677
8456 11.07752323 0.515015098
8456.8 10.83595753 0.388556493
8457.6 10.99185085 0.359546384
8458.4 11.27211761 0.358980023
8459.2 11.22529602 0.359977926
8460 11.15678596 0.361639958
8460.8 11.26964569 0.359678739
8461.6 11.17493534 0.355976462
8462.4 11.22589016 0.360799727
8463.2 11.12573338 0.370307122
8464 11.22929668 0.362429173
8464.8 11.35107327 0.371832412
8465.6 10.19986725 0.372710326
8466.4 12.47083473 0.492717055
8467.2 10.97659016 0.906566127
8468 12.13111687 0.916124657
8468.8 10.00691032 0.898621415
8469.6 11.25450039 0.564977749
8470.4 11.08688927 0.392084599
8471.2 11.66720009 0.362277673
8472 11.927104 0.359939051
8472.8 11.17878056 0.3495727
8473.6 10.89656639 0.354006073
8474.4 11.12227917 0.355933085
8475.2 11.17973804 0.353647205
8476 11.54164028 0.360860234
8476.8 11.10150623 0.365206645
8477.6 11.14487267 0.373831704
8478.4 11.49839211 0.365141384
8479.2 10.97588825 0.357300234
8480 11.38458729 0.350536097
8480.8 11.30037785 0.355232234
8481.6 11.37369537 0.357479746
8482.4 10.76573277 0.354919737
8483.2 11.25273132 0.350586777
8484 11.25834084 0.351694288
8484.8 11.30901814 0.352838332
8485.6 11.53806496 0.351830709
8486.4 11.60702324 0.352352702
8487.2 11.38928699 0.351255716
8488 11.12500477 0.3500743
8488.8 11.35067368 0.354705242
8489.6 11.31471348 0.349464445
8490.4 11.34526253 0.349569238
8491.2 11.69932079 0.344907113
8492 11.61507988 0.345748181
8492.8 11.38787937 0.346177517
8493.6 11.05687237 0.351222946
8494.4 11.75122929 0.382951315
8495.2 11.26756954 0.490497966
8496 10.97141266 0.517330323
8496.8 11.47781658 0.506468765
8497.6 10.28141785 0.403037658
8498.4 11.37524891 0.363795648
8499.2 11.45059776 0.351549738
8500 10.72196484 0.357037506
8500.8 10.85049343 0.346218671
8501.6 10.6374836 0.344072444
8502.4 10.42904186 0.348816698
8503.2 8.397224426 0.326301788
8504 5.433078289 0.296648205
8504.8 4.912861824 0.279843097
8505.6 3.756437778 0.323953062
8506.4 4.264033318 0.541134124
8507.2 3.423622608 0.622882224
8508 4.108439922 0.652379615
8508.8 5.522042274 0.573435775
8509.6 7.702621937 0.361264937
8510.4 11.27047253 0.349943262
8511.2 11.29968834 0.351328873
8512 11.39236069 0.344667107
8512.8 11.43660641 0.350216545
8513.6 12.35395908 0.351653328
8514.4 11.84002876 0.355353032
8515.2 11.81667709 0.354556513
8516 11.52383804 0.356391603
8516.8 12.37247849 0.364350005
8517.6 12.66772652 0.364999245
8518.4 12.28273487 0.358451506
8519.2 11.85666752 0.354444647
8520 12.19777107 0.35627894
8520.8 13.00582123 0.362749507
8521.6 12.08423615 0.358908111
8522.4 11.8873291 0.364916681
8523.2 11.15859509 0.360640441
8524 11.32493019 0.361456743
8524.8 10.63484383 0.345061465
8525.6 8.767526627 0.321401228
8526.4 7.776511192 0.30139873
8527.2 6.472863674 0.278225412
8528 5.577763081 0.267967171
8528.8 5.426458359 0.269694564
8529.6 6.006980896 0.279003269
8530.4 7.112012386 0.288719273
8531.2 8.960752487 0.324027384
8532 11.22843647 0.348504263
8532.8 12.54530716 0.352964493
8533.6 12.66423893 0.349085766
8534.4 12.53324509 0.36064128
8535.2 12.30454636 0.353421903
8536 12.32798004 0.351710012
8536.8 12.1262331 0.34775654
8537.6 12.71093369 0.36404092
8538.4 12.54804516 0.357433422
8539.2 12.54931736 0.37510865
8540 12.03666973 0.387065702
8540.8 12.51552391 0.420964884
8541.6 12.1016264 0.438686496
8542.4 12.40809631 0.419986643
8543.2 12.27381134 0.37991684
8544 11.84386444 0.373779352
8544.8 12.57019901 0.365236994
8545.6 12.00692749 0.354247682
8546.4 13.03750038 0.369783819
8547.2 12.65456676 0.373628232
8548 12.40015507 0.37307466
8548.8 12.38627338 0.367097605
8549.6 13.12189388 0.394405193
8550.4 12.75898552 0.444330811
8551.2 13.11123562 0.510250195
8552 12.87351131 0.49960404
8552.8 13.06687927 0.425747921
8553.6 12.88887024 0.387054559
8554.4 12.60560703 0.368236895
8555.2 11.98598194 0.366796458
8556 12.67638683 0.371738866
8556.8 12.21696758 0.375704588
8557.6 12.14443684 0.364675914
8558.4 12.49028015 0.361551166
8559.2 12.74062252 0.366353696
8560 12.88581944 0.365272475
8560.8 12.58844662 0.36581016
8561.6 12.1634798 0.358182069
8562.4 12.29666996 0.36337246
8563.2 12.83311749 0.359967561
8564 12.71871567 0.368033943
8564.8 12.54247093 0.359396941
8565.6 12.94354057 0.371445367
8566.4 12.16348553 0.360960671
8567.2 12.99035072 0.369359463
8568 12.46869087 0.363491784
8568.8 12.14249516 0.36546982
8569.6 12.47780228 0.361180252
8570.4 12.00873375 0.357248871
8571.2 12.38336563 0.367989215
8572 12.73651028 0.363081613
8572.8 11.98690128 0.365886431
8573.6 11.9770937 0.35989741
8574.4 12.60298347 0.364893396
8575.2 12.14690971 0.375487681
8576 11.60874367 0.369237401
8576.8 12.06241417 0.3638985
8577.6 12.65931511 0.375804236
8578.4 12.86834049 0.370377155
8579.2 12.64330292 0.3718495
8580 11.89261436 0.366097277
8580.8 12.06585789 0.360911602
8581.6 12.03424931 0.36019281
8582.4 11.58868217 0.354921155
8583.2 12.18611431 0.360343281
8584 12.16103458 0.356395618
8584.8 12.02706146 0.360415702
8585.6 12.32406139 0.360879483
8586.4 11.49033451 0.348988035
8587.2 12.56739902 0.361556902
8588 12.21306705 0.354115799
8588.8 11.87121201 0.357584243
8589.6 12.65361881 0.37927384
8590.4 11.86480713 0.398596412
8591.2 11.77674389 0.407284845
8592 12.39175797 0.385674005
8592.8 11.61673641 0.364272962
8593.6 12.17519474 0.358543637
8594.4 12.07541656 0.365357398
8595.2 12.06476688 0.36354236
8596 11.89311123 0.35842251
8596.8 11.43232918 0.354580522
8597.6 11.88260174 0.359817748
8598.4 11.88817883 0.387027009
8599.2 11.89172173 0.406359525
8600 11.9728117 0.422785244
8600.8 12.01552486 0.394680961
8601.6 11.66861916 0.367650866
8602.4 11.89288712 0.356246554
8603.2 11.20617104 0.350546346
8604 11.83090401 0.352453288
8604.8 11.76442051 0.358476029
8605.6 11.93654442 0.355389841
8606.4 12.53232288 0.361299059
8607.2 11.47912312 0.357246697
8608 11.51105976 0.357013278
8608.8 12.22240829 0.354548151
8609.6 12.1652422 0.358327401
8610.4 11.99183559 0.363500658
8611.2 11.71556759 0.365122199
8612 11.46936226 0.3688973
8612.8 12.23141861 0.371986246
8613.6 11.99054623 0.385536567
8614.4 12.13976288 0.394301424
8615.2 11.69042397 0.396582301
8616 10.91842365 0.412767061
8616.8 12.20920086 0.414309
8617.6 11.76929092 0.426245993
8618.4 11.43285751 0.44620113
8619.2 12.29876709 0.451995007
8620 12.06968021 0.472502464
8620.8 11.71677971 0.486543772
8621.6 12.10215473 0.50146539
8622.4 11.5302763 0.51954811
8623.2 12.37611771 0.727383267
8624 11.84465694 0.607871418
8624.8 10.76121426 0.542829569
8625.6 11.23050594 0.54473788
8626.4 11.6420269 0.558913623
8627.2 11.78547573 0.60899712
8628 11.09525204 0.604773874
8628.8 12.38193989 0.79622877
8629.6 11.47929764 0.772092779
8630.4 11.47929764 0.772092779
8631.2 10.57665539 0.747956789
8632 12.79570293 0.64077823
8632.8 11.37691116 0.592617922
8633.6 11.20256519 0.647585801
8634.4 11.17991829 0.640664157
8635.2 10.19549465 0.660824248
8636 10.84695244 0.675843623
8636.8 12.40658665 0.554506499
8637.6 11.40553188 0.626253135
8638.4 10.57817364 0.584741814
8639.2 10.85461903 0.642651955
8640 9.42056179 0.589143231
8640.8 11.58425808 0.465481162
8641.6 11.05059719 0.478997301
8642.4 11.0625 0.480591141
8643.2 11.9040823 0.457819763
8644 10.80770302 0.428636333
8644.8 11.44241333 0.404598801
8645.6 11.69504356 0.376297824
8646.4 11.94893074 0.359298622
8647.2 10.19257641 0.341406136
8648 10.82880211 0.367809175
8648.8 10.92212582 0.415975856
8649.6 10.7335186 0.439593009
8650.4 10.77754402 0.436778155
8651.2 10.98169804 0.448442516
8652 11.14200974 0.543070747
8652.8 10.93852615 0.597508774
8653.6 10.32029724 0.602150088
8654.4 9.965852737 0.571848874
8655.2 10.69176483 0.493596016
8656 10.96811867 0.478423691
8656.8 11.76784039 0.60972159
8657.6 10.77992153 0.660970568
8658.4 10.6983614 0.672670357
8659.2 10.50448418 0.642790172
8660 11.61458397 0.490701004
8660.8 10.52540302 0.49040987
8661.6 10.25677013 0.620100819
8662.4 9.792126656 0.705346914
8663.2 11.42042255 0.721425277
8664 11.00778389 0.66804251
8664.8 11.56652451 0.466741595
8665.6 10.84937954 0.479075403
8666.4 12.04633236 0.673148656
8667.2 10.99154758 0.696724557
8668 10.31414318 0.701231874
8668.8 9.73259449 0.687227583
8669.6 10.76828861 0.534728273
8670.4 11.01978588 0.401427312
8671.2 9.411915779 0.521733844
8672 10.83995724 0.622884269
8672.8 11.25224686 0.645076998
8673.6 9.938465118 0.614263882
8674.4 10.17340469 0.545566142
8675.2 10.09558201 0.39300911
8676 10.04746342 0.401861749
8676.8 10.95615005 0.488722941
8677.6 10.40585327 0.543564387
8678.4 10.48624516 0.568145766
8679.2 10.21177864 0.505974617
8680 10.0959177 0.416105654
8680.8 10.34571838 0.354756943
8681.6 10.48779583 0.371221699
8682.4 10.30733681 0.418374646
8683.2 9.762598038 0.464282035
8684 11.01767826 0.480716818
8684.8 11.18022251 0.434776986
8685.6 10.26247787 0.376098507
8686.4 10.09342003 0.345308245
8687.2 10.74157143 0.358330417
8688 10.72469902 0.386482559
8688.8 10.75385761 0.421576558
8689.6 10.50391674 0.418276714
8690.4 10.12687969 0.404825563
8691.2 10.31335831 0.37862642
8692 10.38385105 0.362002824
8692.8 10.13954735 0.360790579
8693.6 10.04367924 0.39170076
8694.4 11.04121017 0.455476539
8695.2 10.68927097 0.495703772
8696 10.16907024 0.449463012
8696.8 10.23093796 0.382408928
8697.6 9.97467041 0.34909532
8698.4 10.33029366 0.336998961
8699.2 10.11577797 0.333593425
8700 9.707057953 0.346791851
8700.8 9.96095562 0.355598913
8701.6 10.07450771 0.365992878
8702.4 10.23436451 0.37186464
8703.2 10.18117619 0.367930479
8704 10.3184309 0.353644083
8704.8 9.927292824 0.333474443
8705.6 9.544594765 0.330545439
8706.4 9.845943451 0.336878742
8707.2 10.04730129 0.346831991
8708 9.613088608 0.353196295
8708.8 10.22760677 0.368729992
8709.6 10.1377306 0.376138352
8710.4 10.61903381 0.371566294
8711.2 9.434065819 0.354402389
8712 9.102511406 0.346144466
8712.8 10.40531158 0.343272329
8713.6 10.05736732 0.34835869
8714.4 10.45909977 0.346227418
8715.2 9.729974747 0.340555466
8716 10.13056087 0.332516153
8716.8 10.05276299 0.335210629
8717.6 10.18703079 0.33450869
8718.4 10.40594959 0.336854261
8719.2 10.27549839 0.334171497
8720 10.38050175 0.331581652
8720.8 9.998443604 0.329554117
8721.6 10.53703022 0.331752439
8722.4 10.42096329 0.33150255
8723.2 9.833310127 0.326644474
8724 9.243346214 0.330459865
8724.8 9.587704659 0.319540632
8725.6 10.29122162 0.329444006
8726.4 9.75306797 0.32736051
8727.2 10.0767746 0.323785195
8728 10.05748844 0.32126202
8728.8 11.2667551 0.344348293
8729.6 10.07872868 0.332248514
8730.4 10.25433731 0.333192015
8731.2 10.54505634 0.333484505
8732 9.649220467 0.328114604
8732.8 9.104870796 0.328244634
8733.6 9.895277977 0.32638064
8734.4 10.13978291 0.331428903
8735.2 10.15736103 0.331278272
8736 9.724032402 0.321379589
8736.8 9.602458 0.323046008
8737.6 10.30478668 0.320112153
8738.4 10.49719715 0.329921409
8739.2 10.26877975 0.329331962
8740 9.900472641 0.334714669
8740.8 10.20610046 0.328642048
8741.6 10.04544449 0.334020704
8742.4 9.947126389 0.335015351
8743.2 10.00540161 0.329613064
8744 10.43546009 0.330554721
8744.8 9.755474091 0.33174316
8745.6 9.973412514 0.326039742
8746.4 10.02839851 0.321220146
8747.2 9.641543388 0.316941827
8748 9.610922813 0.31655157
8748.8 10.06245899 0.327425618
8749.6 9.555693626 0.324307616
8750.4 9.831956863 0.316316181
8751.2 9.37984848 0.314460441
8752 9.608351707 0.323090338
8752.8 9.468002319 0.312636692
8753.6 9.378005028 0.321372356
8754.4 9.433428764 0.319975878
8755.2 9.623682976 0.314686136
8756 9.451462746 0.322838337
8756.8 9.733352661 0.318000461
8757.6 10.3823967 0.321060767
8758.4 9.892325401 0.325215757
8759.2 9.511539459 0.331923386
8760 9.932528496 0.374378111
8760.8 10.39891243 0.470491811
8761.6 9.323346138 0.530220624
8762.4 9.365221024 0.558149839
8763.2 8.992232323 0.681538707
8764 8.765675545 0.839081034
8764.8 9.539684296 0.685010559
8765.6 10.2524538 0.511633322
8766.4 9.712435722 0.373731514
8767.2 10.2236824 0.373040298
8768 10.6841774 0.440604937
8768.8 9.44301796 0.563107247
8769.6 10.80018139 0.835675322
8770.4 9.413756371 0.902720294
8771.2 9.745501518 0.738466929
8772 10.65814781 0.553734607
8772.8 9.685320854 0.394431921
8773.6 9.869525909 0.34085762
8774.4 8.857103348 0.332708811
8775.2 9.430594444 0.322238362
8776 9.902885437 0.322476566
8776.8 10.34050179 0.346611574
8777.6 9.354639053 0.463953653
8778.4 9.682092667 0.59907303
8779.2 10.8822279 0.686742098
8780 9.649226189 0.81136754
8780.8 9.486366272 0.91058905
8781.6 8.672876358 0.890758183
8782.4 9.865054131 0.66854195
8783.2 9.954442024 0.371175384
8784 9.829443932 0.332719366
8784.8 9.146342278 0.324300525
8785.6 10.07864761 0.321767061
8786.4 10.14468193 0.330739848
8787.2 9.699792862 0.323496434
8788 9.471582413 0.316911514
8788.8 10.04780102 0.320138214
8789.6 9.639121056 0.328381656
8790.4 9.875107765 0.331998079
8791.2 10.0603199 0.332951162
8792 10.08738518 0.371563738
8792.8 9.883675575 0.498182775
8793.6 9.969429016 0.58164168
8794.4 10.2513485 0.584273913
8795.2 9.633732796 0.480243111
8796 10.32225895 0.348894153
8796.8 9.899421692 0.315378322
8797.6 10.19189072 0.319696464
8798.4 9.623551369 0.312323551
8799.2 9.859407425 0.316365557
8800 9.711417198 0.31468731
8800.8 9.762792587 0.326721462
8801.6 9.878652573 0.32539266
8802.4 10.05448914 0.326466102
8803.2 9.671598434 0.323519166
8804 9.830014229 0.324535396
8804.8 9.719719887 0.330890488
8805.6 9.941926003 0.318615614
8806.4 9.715394974 0.316121317
8807.2 9.446914673 0.319196955
8808 9.855231285 0.31256992
8808.8 8.752544403 0.314697652
8809.6 9.412967682 0.316514323
8810.4 10.3783083 0.322339294
8811.2 8.764527321 0.331196216
8812 10.03069115 0.360314582
8812.8 9.176448822 0.359256915
8813.6 9.683349609 0.34835738
8814.4 9.608212471 0.334026195
8815.2 9.640972137 0.319765056
8816 9.24209404 0.3149608
8816.8 9.748531342 0.316245621
8817.6 9.877277374 0.31646261
8818.4 9.47567749 0.310725822
8819.2 9.289715767 0.316332269
8820 8.965062141 0.315371637
8820.8 9.896916389 0.316491887
8821.6 9.117342949 0.308117252
8822.4 9.388273239 0.315522869
8823.2 9.921227455 0.318456921
8824 9.684666634 0.318768551
8824.8 8.339762688 0.315346587
8825.6 9.952612877 0.322214209
8826.4 9.466157913 0.358840615
8827.2 9.602788925 0.442723881
8828 10.72778416 0.719992
8828.8 11.67294788 1.648039692
8829.6 7.817280769 1.688178451
8830.4 11.01691532 1.602097072
8831.2 9.042798996 1.330398529
8832 10.00216484 0.442363774
8832.8 9.733067513 0.36135039
8833.6 8.9960289 0.365759985
8834.4 9.308602333 0.38917344
8835.2 9.802289009 0.407316887
8836 9.182449341 0.411630161
8836.8 9.045342445 0.414655362
8837.6 10.07136059 0.494624843
8838.4 9.419864655 0.857282919
8839.2 10.27250671 0.866760078
8840 9.556488991 0.903927274
8840.8 10.12977314 0.522271661
8841.6 9.007781029 0.340883059
8842.4 9.490200996 0.319536198
8843.2 9.780856133 0.313885115
8844 9.44371891 0.311370252
8844.8 10.35233021 0.322455716
8845.6 9.142849922 0.310036624
8846.4 9.568683624 0.317666983
8847.2 9.261529922 0.326696868
8848 8.954924583 0.33147007
8848.8 9.290624619 0.331786029
8849.6 9.805697441 0.335305627
8850.4 9.084349632 0.333633528
8851.2 9.759800911 0.396570955
8852 9.273054123 0.485604526
8852.8 8.380809784 0.517095057
8853.6 8.773142815 0.460407826
8854.4 9.069591522 0.356969618
8855.2 9.557778358 0.316456822
8856 9.526590347 0.314035502
8856.8 9.174705505 0.316308635
8857.6 9.067779541 0.315585961
8858.4 9.242958069 0.313490792
8859.2 8.998873711 0.312406288
8860 9.333244324 0.318661106
8860.8 9.788384438 0.329921289
8861.6 9.112271309 0.315988103
8862.4 9.862664223 0.316508713
8863.2 9.817084312 0.321210822
8864 8.944555283 0.337142934
8864.8 9.265272141 0.344736985
8865.6 9.705787659 0.348734764
8866.4 9.025940895 0.337045763
8867.2 9.240080833 0.326614016
8868 9.800064087 0.340701313
8868.8 9.816016197 0.424216727
8869.6 10.29642773 0.625440376
8870.4 8.367343903 0.710147495
8871.2 8.957490921 0.620999228
8872 9.982121468 0.41270564
8872.8 9.528132439 0.331807662
8873.6 9.337335587 0.317327878
8874.4 9.516384125 0.313665537
8875.2 9.298268318 0.311642668
8876 9.243577957 0.311436517
8876.8 9.510378838 0.31508802
8877.6 9.325983047 0.316061261
8878.4 9.851007462 0.313823081
8879.2 9.738968849 0.312390514
8880 8.880284309 0.314355707
8880.8 9.614776611 0.314054849
8881.6 8.730397224 0.316084508
8882.4 9.188878059 0.319362597
8883.2 9.313482285 0.316371023
8884 9.210926056 0.309323749
8884.8 9.225198746 0.318441183
8885.6 8.767072678 0.320289329
8886.4 9.014533997 0.37186887
8887.2 10.11031151 0.750535218
8888 8.644919395 1.458195717
8888.8 8.877342224 1.336504167
8889.6 9.991496086 1.434350496
8890.4 9.610891342 0.524596566
8891.2 10.07001114 0.346856782
8892 8.526288986 0.333975488
8892.8 8.954987526 0.329270357
8893.6 8.992506981 0.323101354
8894.4 8.878941536 0.316529534
8895.2 9.396617889 0.316702083
8896 9.016596794 0.308257876
8896.8 8.935903549 0.319174952
8897.6 9.172195435 0.324075023
8898.4 9.533315659 0.330724357
8899.2 8.762691498 0.333344513
8900 9.15561676 0.337323398
8900.8 9.360141754 0.322243819
8901.6 9.340050697 0.312630907
8902.4 9.035933495 0.319823334
8903.2 9.025586128 0.319121707
8904 8.998464584 0.377413886
8904.8 9.629761696 0.740373002
8905.6 9.609146118 0.816766914
8906.4 10.14407349 0.805974719
8907.2 9.498807907 0.722914995
8908 8.892882347 0.365673325
8908.8 9.319107056 0.317045414
8909.6 9.79582119 0.324344819
8910.4 9.486400604 0.326209304
8911.2 9.151970863 0.335410315
8912 9.729640007 0.339054632
8912.8 9.141378403 0.331421109
8913.6 9.293315887 0.322441808
8914.4 9.627624512 0.314968816
8915.2 9.692328453 0.309240983
8916 9.16382122 0.305718188
8916.8 9.288352013 0.309950772
8917.6 9.428572655 0.311612883
8918.4 9.445362091 0.308390301
8919.2 9.23101902 0.321931075
8920 9.528973579 0.354302798
8920.8 9.344127655 0.547149885
8921.6 7.558159828 1.287572294
8922.4 8.269392014 1.490882879
8923.2 10.34032249 1.217083421
8924 9.551000595 0.640516468
8924.8 9.374026299 0.368834551
8925.6 9.202120781 0.323728365
8926.4 9.078113556 0.327224878
8927.2 9.561234474 0.31833007
8928 9.234510422 0.319691649
8928.8 9.210105896 0.325210197
8929.6 9.155520439 0.334837025
8930.4 9.579936028 0.351488555
8931.2 9.785070419 0.356473288
8932 9.256700516 0.354789839
8932.8 9.732694626 0.347574815
8933.6 9.2728405 0.328702353
8934.4 8.935024261 0.313122966
8935.2 9.24900341 0.31534403
8936 8.93271637 0.328819316
8936.8 9.822861671 0.33917489
8937.6 9.541067123 0.345592551
8938.4 9.624638557 0.32786531
8939.2 9.2065382 0.316758535
8940 9.034268379 0.311358693
8940.8 9.433634758 0.311604357
8941.6 9.181560516 0.316511631
8942.4 9.225810051 0.323306504
8943.2 9.636548042 0.341554448
8944 9.569449425 0.36574664
8944.8 9.194217682 0.504875729
8945.6 8.847244263 0.742087804
8946.4 9.878004074 0.758380379
8947.2 10.33530521 0.696946207
8948 8.953271866 0.398176697
8948.8 9.269830704 0.343972594
8949.6 9.361758232 0.344375301
8950.4 9.286625862 0.328689331
8951.2 9.107686996 0.328472435
8952 8.969218254 0.32849662
8952.8 8.325213432 0.315376184
8953.6 8.608218193 0.313907531
8954.4 9.065003395 0.333516006
8955.2 8.436202049 0.330882628
8956 9.678648949 0.32984046
8956.8 9.928461075 0.348555843
8957.6 8.96019268 0.383896405
8958.4 9.880036354 0.379564674
8959.2 9.556894302 0.485220576
8960 8.005964279 0.989099577
8960.8 8.646457672 1.31644728
8961.6 11.48845768 1.005384076
8962.4 9.222992897 0.597310469
8963.2 9.128462791 0.346209845
8964 9.446165085 0.323355068
8964.8 9.70963192 0.369705098
8965.6 9.381152153 0.419952206
8966.4 9.70939827 0.388553528
8967.2 9.096970558 0.348330654
8968 8.53842926 0.367057085
8968.8 8.782315254 0.372771345
8969.6 9.071681976 0.341139451
8970.4 9.480182648 0.315156897
8971.2 8.599797249 0.309868197
8972 8.986897469 0.311238279
8972.8 8.83588028 0.322983188
8973.6 9.241448402 0.392985406
8974.4 9.389497757 0.44013613
8975.2 9.702143669 0.380091038
8976 9.908927917 0.340457009
8976.8 9.237947464 0.35852143
8977.6 9.841189384 0.365924005
8978.4 9.390758514 0.337169799
8979.2 9.477220535 0.315139196
8980 9.046672821 0.305035407
8980.8 8.734374046 0.303628172
8981.6 9.536833763 0.31169406
8982.4 10.07061577 0.363281861
8983.2 8.339782715 0.395000412
8984 8.220417023 0.403787781
8984.8 9.393578529 0.348678879
8985.6 9.29377079 0.317112253
8986.4 9.492166519 0.308101617
8987.2 9.246243477 0.307710173
8988 8.013665199 0.325638822
8988.8 8.780186653 0.386266928
8989.6 8.392471313 0.541962882
8990.4 8.284871101 0.842894569
8991.2 8.565546989 0.868305035
8992 9.2293396 0.668114064
8992.8 10.03457165 0.479963755
8993.6 9.363174438 0.454659482
8994.4 9.057603836 0.486926553
8995.2 9.589404106 0.462484757
8996 8.819186211 0.351687381
8996.8 9.102178574 0.313591884
8997.6 9.332733154 0.294863373
8998.4 8.275132179 0.287873981
8999.2 9.021331787 0.291785595
9000 8.883395195 0.297487429
9000.8 9.30377388 0.29733681
9001.6 8.9214077 0.329126235
9002.4 9.722214699 0.470551566
9003.2 9.999025345 1.003372126
9004 9.111336708 1.136031857
9004.8 10.81228733 0.836700234
9005.6 9.75007534 0.605317036
9006.4 9.360652924 0.45736295
9007.2 9.265076637 0.382476317
9008 9.284108162 0.323974885
9008.8 9.169650078 0.320331264
9009.6 9.286489487 0.364111761
9010.4 8.312468529 0.391203318
9011.2 9.490316391 0.351963651
9012 9.360596657 0.322347216
9012.8 8.643766403 0.297545432
9013.6 8.841993332 0.315137226
9014.4 8.406258583 0.351513302
9015.2 8.999624252 0.356511828
9016 8.971708298 0.306334146
9016.8 8.719002724 0.296439488
9017.6 9.39305687 0.298550598
9018.4 8.910729408 0.322059032
9019.2 9.641034126 0.403135938
9020 9.011384964 0.422907998
9020.8 9.64299202 0.343814717
9021.6 8.770710945 0.308641701
9022.4 8.563967705 0.298059129
9023.2 9.117256165 0.31138793
9024 9.234660149 0.323981484
9024.8 9.31372261 0.367853683
9025.6 9.064007759 0.383672992
9026.4 8.898957253 0.342908001
9027.2 8.926490784 0.322939176
9028 8.503387451 0.345430723
9028.8 8.942406654 0.394743434
9029.6 9.277786255 0.35919572
9030.4 8.938539505 0.329845063
9031.2 8.976790428 0.328105846
9032 8.726499557 0.337358819
9032.8 9.272259712 0.32493665
9033.6 8.740795135 0.333751617
9034.4 9.13051033 0.360026126
9035.2 9.323868752 0.328888217
9036 8.702680588 0.301332221
9036.8 9.094144821 0.308347236
9037.6 9.374880791 0.309571908
9038.4 9.112375259 0.313534623
9039.2 9.202986717 0.342143404
9040 8.887763023 0.428547475
9040.8 8.817156792 0.488376425
9041.6 10.46982193 0.459913748
9042.4 9.011475563 0.372059324
9043.2 8.71689415 0.338612712
9044 8.998283386 0.32274439
9044.8 9.121484756 0.339771389
9045.6 8.938122749 0.35454746
9046.4 9.551737785 0.34937939
9047.2 9.299999237 0.318699827
9048 8.608062744 0.305971285
9048.8 9.376382828 0.305737605
9049.6 9.55268383 0.317261207
9050.4 8.939023972 0.359018411
9051.2 8.911561012 0.466529428
9052 9.573885918 0.616260337
9052.8 9.549524307 0.589421296
9053.6 8.070995331 0.473504863
