# Boroson optical Fe template
# log10(wave)  flux (erg/s/cm2/A)
3.8538432463  0.00000e+00
3.8539971452  0.00000e+00
3.8541510441  0.00000e+00
3.854304943  0.00000e+00
3.8544588419  0.00000e+00
3.8546127408  0.00000e+00
3.8547666397  0.00000e+00
3.8549205386  0.00000e+00
3.8550744375  0.00000e+00
3.8552283364  0.00000e+00
3.8553822353  0.00000e+00
3.8555361342  0.00000e+00
3.8556900331  0.00000e+00
3.855843932  0.00000e+00
3.8559978309  0.00000e+00
3.8561517298  0.00000e+00
3.8563056287  0.00000e+00
3.8564595276  0.00000e+00
3.8566134265  0.00000e+00
3.8567673254  0.00000e+00
3.8569212243  0.00000e+00
3.8570751232  0.00000e+00
3.8572290221  0.00000e+00
3.857382921  0.00000e+00
3.8575368199  0.00000e+00
3.8576907188  0.00000e+00
3.8578446177  0.00000e+00
3.8579985166  0.00000e+00
3.8581524155  0.00000e+00
3.8583063144  0.00000e+00
3.8584602133  0.00000e+00
3.8586141122  0.00000e+00
3.8587680111  0.00000e+00
3.85892191  0.00000e+00
3.8590758089  0.00000e+00
3.8592297078  0.00000e+00
3.8593836067  0.00000e+00
3.8595375056  0.00000e+00
3.8596914045  0.00000e+00
3.8598453034  0.00000e+00
3.8599992023  0.00000e+00
3.8601531012  0.00000e+00
3.8603070001  0.00000e+00
3.860460899  0.00000e+00
3.8606147979  0.00000e+00
3.8607686968  0.00000e+00
3.8609225957  0.00000e+00
3.8610764946  0.00000e+00
3.8612303935  0.00000e+00
3.8613842924  0.00000e+00
3.8615381913  0.00000e+00
3.8616920902  0.00000e+00
3.8618459891  0.00000e+00
3.861999888  0.00000e+00
3.8621537869  0.00000e+00
3.8623076858  0.00000e+00
3.8624615847  0.00000e+00
3.8626154836  0.00000e+00
3.8627693825  0.00000e+00
3.8629232814  0.00000e+00
3.8630771803  0.00000e+00
3.8632310792  0.00000e+00
3.8633849781  0.00000e+00
3.863538877  0.00000e+00
3.8636927759  0.00000e+00
3.8638466748  0.00000e+00
3.8640005737  0.00000e+00
3.8641544726  0.00000e+00
3.8643083715  0.00000e+00
3.8644622704  0.00000e+00
3.8646161693  0.00000e+00
3.8647700682  0.00000e+00
3.8649239671  0.00000e+00
3.865077866  0.00000e+00
3.8652317649  0.00000e+00
3.8653856638  0.00000e+00
3.8655395627  0.00000e+00
3.8656934616  0.00000e+00
3.8658473605  0.00000e+00
3.8660012594  0.00000e+00
3.8661551583  0.00000e+00
3.8663090572  0.00000e+00
3.8664629561  0.00000e+00
3.866616855  0.00000e+00
3.8667707539  0.00000e+00
3.8669246528  0.00000e+00
3.8670785517  0.00000e+00
3.8672324506  0.00000e+00
3.8673863495  0.00000e+00
3.8675402484  0.00000e+00
3.8676941473  0.00000e+00
3.8678480462  0.00000e+00
3.8680019451  0.00000e+00
3.868155844  0.00000e+00
3.8683097429  0.00000e+00
3.8684636418  0.00000e+00
3.8686175407  0.00000e+00
3.8687714396  0.00000e+00
3.8689253385  0.00000e+00
3.8690792374  0.00000e+00
3.8692331363  0.00000e+00
3.8693870352  0.00000e+00
3.8695409341  0.00000e+00
3.869694833  0.00000e+00
3.8698487319  0.00000e+00
3.8700026308  0.00000e+00
3.8701565297  0.00000e+00
3.8703104286  0.00000e+00
3.8704643275  0.00000e+00
3.8706182264  0.00000e+00
3.8707721253  0.00000e+00
3.8709260242  0.00000e+00
3.8710799231  0.00000e+00
3.871233822  0.00000e+00
3.8713877209  0.00000e+00
3.8715416198  0.00000e+00
3.8716955187  0.00000e+00
3.8718494176  0.00000e+00
3.8720033165  0.00000e+00
3.8721572154  0.00000e+00
3.8723111143  0.00000e+00
3.8724650132  0.00000e+00
3.8726189121  0.00000e+00
3.872772811  0.00000e+00
3.8729267099  0.00000e+00
3.8730806088  0.00000e+00
3.8732345077  0.00000e+00
3.8733884066  0.00000e+00
3.8735423055  0.00000e+00
3.8736962044  0.00000e+00
3.8738501033  0.00000e+00
3.8740040022  0.00000e+00
3.8741579011  0.00000e+00
